bx,by,bz,rx,ry,rz,heading
-1.524587,-0.027642412,1.0076128,-1.8973191,0.12642361,0.62723315,-0.3604259788990021
-1.5952601,-0.026378479,1.024965,-1.8966631,0.13080978,0.63075876,-0.3668915927410126
-1.5790833,-0.016864654,0.9481147,-1.8965435,0.13567577,0.63447565,-0.37426096200942993
-1.5223244,-0.0034442684,0.8243626,-1.8966969,0.14082578,0.6376933,-0.3821393549442291
-1.4663347,0.009794261,0.69838744,-1.8969003,0.14569049,0.6395902,-0.3920978307723999
-1.4111128,0.02285123,0.5702404,-1.8970265,0.14969994,0.6400793,-0.40438899397850037
-1.356657,0.03572703,0.439972,-1.8971245,0.15245385,0.639793,-0.41580042243003845
-1.3029652,0.04842214,0.30763274,-1.8972111,0.15406416,0.6390757,-0.42397192120552063
-1.2500355,0.060937114,0.17327248,-1.8973305,0.15477473,0.6378465,-0.4284164607524872
-1.197865,0.07327261,0.03694062,-1.8976291,0.15471543,0.6360671,-0.4298051595687866
1.2386179,0.08493125,1.0593153,-1.8982979,0.15394689,0.6338351,-0.42867979407310486
1.1284901,0.08201214,1.0843966,-1.8994019,0.15241022,0.63129085,-0.42552652955055237
1.0195794,0.07912531,1.1052959,-1.900741,0.15024379,0.62841505,-0.4220398962497711
0.911851,0.07626981,1.1220634,-1.9018775,0.14815973,0.6250541,-0.41987669467926025
0.8052734,0.07344482,1.1347467,-1.9024771,0.1472361,0.6209847,-0.4173280596733093
0.69981724,0.07064955,1.1433909,-1.9020555,0.14792506,0.6166764,-0.41019365191459656
0.5954557,0.06788329,1.1480399,-1.9002851,0.15037398,0.6132344,-0.40136459469795227
0.49216464,0.0651454,1.1487353,-1.8972987,0.1544711,0.61008906,-0.4006500542163849
0.3899218,0.062435288,1.1455175,-1.8933659,0.1594714,0.60774034,-0.40708133578300476
